occ_title,employed,race,annual_salary
Construction and Extraction Occupations,0.593495935,black,52580
"Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.682926829,black,58570
Industrial Production Managers,0.43902439,black,115110
Bus and Truck Mechanics and Diesel Engine Specialists,0.528455285,black,50360
Electricians,0.552845528,black,60370
"Painters, Construction and Maintenance",0.658536585,black,44640
Roofers,0.422764228,black,45820
Food Batchmakers,0.593495935,black,33120
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.609756098,black,52340
First-Line Supervisors of Construction Trades and Extraction Workers,0.609756098,black,71440
Dental Hygienists,0.414634146,black,77230
Cabinetmakers and Bench Carpenters,0.62601626,black,37620
Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,0.487804878,black,53140
Chief Executives,0.333333333,black,193850
"Sales Representatives, Wholesale and Manufacturing",0.479674797,black,75180
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.097560976,black,52520
Millwrights,0.642276423,black,57050
Carpenters,0.414634146,black,52850
Sheet Metal Workers,0.544715447,black,54480
First-Line Supervisors of Police and Detectives,0.617886179,black,94950
Fundraisers,0.414634146,black,62830
"Farming, Fishing, and Forestry Occupations",0.357723577,black,31340
Advertising and Promotions Managers,0.056910569,black,141890
"Cement Masons, Concrete Finishers, and Terrazzo Workers",0.357723577,black,48450
"Religious Workers, All Other",0.414634146,black,39830
Writers and Authors,0.479674797,black,73860
Public Relations and Fundraising Managers,0.650406504,black,132630
Veterinarians,0,black,104820
Electrical Power-Line Installers and Repairers,0.243902439,black,71960
Psychologists,0.471544715,black,88770
Cost Estimators,0.25203252,black,71350
Crane and Tower Operators,0.512195122,black,60530
Drafters,0.284552846,black,59480
"Carpet, Floor, and Tile Installers and Finishers",0.414634146,black,46680
Construction Managers,0.284552846,black,105000
"Drywall Installers, Ceiling Tile Installers, and Tapers",0.203252033,black,52190
Editors,0.243902439,black,71910
"Brickmasons, Blockmasons, and Stonemasons",0.422764228,black,55040
Insulation Workers,0.479674797,black,49090
"Directors, Religious Activities and Education",0.414634146,black,50490
Automotive Body and Related Repairers,0.276422764,black,47390
Miscellaneous Agricultural Workers,0.211382114,black,28510
Speech-Language Pathologists,0.317073171,black,82000
Aircraft Pilots and Flight Engineers,0.211382114,black,152610
Tool and Die Makers,0.300813008,black,54980
"Farmers, Ranchers, and Other Agricultural Managers",0.073170732,black,80360
Veterinary Assistants and Laboratory Animal Caretakers,0.170731707,black,29690
Miscellaneous Personal Appearance Workers,9.107692308,asian,31660
"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.738461538,asian,51190
Postal Service Clerks,2,asian,50610
Reservation and Transportation Ticket Agents and Travel Clerks,1.4,asian,44390
Computer Hardware Engineers,5.907692308,asian,123030
Laundry and Dry-Cleaning Workers,1.876923077,asian,25420
"Baggage Porters, Bellhops, and Concierges",1.907692308,asian,31330
"Tax Examiners and Collectors, and Revenue Agents",1.969230769,asian,60960
"Bailiffs, Correctional Officers, and Jailers",0.261538462,asian,50210
"Hotel, Motel, and Resort Desk Clerks",1.138461538,asian,25950
Barbers,0.692307692,asian,35190
Chefs and Head Cooks,2.523076923,asian,56310
Bill and Account Collectors,0.2,asian,39300
Medical Scientists,4.276923077,asian,97650
Healthcare Support Occupations,0.784615385,asian,31010
Pharmacists,3.384615385,asian,125510
"Electrical, Electronics, and Electromechanical Assemblers",3.107692308,asian,37010
Budget Analysts,1.876923077,asian,80300
Social and Human Service Assistants,0.661538462,asian,37050
Computer and Mathematical Occupations,3.553846154,asian,93760
Respiratory Therapists,1.369230769,asian,63950
"Tailors, Dressmakers, and Sewers",3.646153846,asian,33950
Railroad Conductors and Yardmasters,0.476923077,asian,68350
Order Clerks,1.523076923,asian,36600
Licensed Practical and Licensed Vocational Nurses,0.507692308,asian,48500
Miscellaneous Assemblers and Fabricators,1.476923077,asian,34800
Statistical Assistants,4.969230769,asian,51640
"Mail Clerks and Mail Machine Operators, Except Postal Service",0.630769231,asian,32620
Computer Systems Analysts,3.123076923,asian,96160
Computer Programmers,3.353846154,asian,92610
Miscellaneous Media and Communication Workers,1.723076923,asian,57170
"Physical Scientists, All Other",3.953846154,asian,112070
"Food Servers, Nonrestaurant",1.015384615,asian,26080
Packaging and Filling Machine Operators and Tenders,0.969230769,asian,33590
Automotive and Watercraft Service Attendants,2.107692308,asian,26860
Industrial Truck and Tractor Operators,0.261538462,asian,37930
Cashiers,1.123076923,asian,24400
Cashiers,1.123076923,asian,24400
"Packers and Packagers, Hand",1.184615385,asian,27680
Sewing Machine Operators,2.353846154,asian,28000
Personal Care and Service Occupations,1.553846154,asian,31260
Statisticians,3.246153846,asian,95680
Social Workers,0.569230769,asian,54190
"Eligibility Interviewers, Government Programs",0.169230769,asian,47110
Cooks,0.953846154,asian,27550
"Computer Occupations, All Other",2.169230769,asian,92410
Phlebotomists,0.446153846,asian,36480
Probation Officers and Correctional Treatment Specialists,0.061538462,asian,59910
Clinical Laboratory Technologists and Technicians,1.538461538,asian,54780
"Graders and Sorters, Agricultural Products",0.553846154,asian,27570
"Butchers and Other Meat, Poultry, and Fish Processing Workers",0.953846154,asian,30920
Electrical and Electronics Engineers,3.061538462,asian,106240
Insurance Claims and Policy Processing Clerks,0.369230769,asian,43280
"Engineers, All Other",3.169230769,asian,102460
"Metal Workers and Plastic Workers, All Other",1.261538462,asian,37790
"Food Processing Workers, All Other",1.076923077,asian,28820
Maids and Housekeeping Cleaners,0.630769231,asian,26810
Transportation and Material Moving Occupations,0.630769231,asian,37920
Supervisors of Transportation and Material Moving Workers,1.030769231,asian,57850
Massage Therapists,2.015384615,asian,47180
"Laborers and Freight, Stock, and Material Movers, Hand",0.415384615,asian,32130
Private Detectives and Investigators,0.461538462,asian,57000
Computer and Information Systems Managers,2.430769231,asian,156390
Counselors,0.415384615,asian,53120
Postal Service Mail Carriers,0.846153846,asian,52180
"Miscellaneous Life, Physical, and Social Science Technicians",2.307692308,asian,55610
Counter and Rental Clerks,1.015384615,asian,32600
Community and Social Service Occupations,0.553846154,asian,50480
"Interviewers, Except Eligibility and Loan",0.723076923,asian,36390
Radio and Telecommunications Equipment Installers and Repairers,0.753846154,asian,58510
Customer Service Representatives,0.815384615,asian,37320
Couriers and Messengers,0.676923077,asian,31640
Dishwashers,0.646153846,asian,24410
Food Preparation Workers,1.276923077,asian,25820
"Claims Adjusters, Appraisers, Examiners, and Investigators",0.676923077,asian,68820
Food Preparation and Serving Related Occupations,1.061538462,asian,26670
Precision Instrument and Equipment Repairers,1.938461538,asian,51700
Flight Attendants,0.830769231,asian,56230
"Production Workers, All Other",0.876923077,asian,33830
Protective Service Occupations,0.338461538,asian,49880
"Office Clerks, General",1.323076923,asian,36360
Bakers,1.476923077,asian,29630
Refuse and Recyclable Material Collectors,0.553846154,asian,41400
Computer Support Specialists,1.953846154,asian,59290
Miscellaneous Legal Support Workers,1.230769231,asian,60690
"Human Resources Assistants, Except Payroll and Timekeeping",0.584615385,asian,42620
Dentists,3.630769231,asian,183060
Information Security Analysts,1.169230769,asian,104210
Health Practitioner Support Technologists and Technicians,0.830769231,asian,37800
"Computer, Automated Teller, and Office Machine Repairers",1.430769231,asian,42070
Helpers--Production Workers,0.615384615,asian,30540
Purchasing Managers,0.907692308,asian,128400
Medical Assistants,0.738461538,asian,35720
Data Entry Keyers,1,asian,34820
Loan Interviewers and Clerks,0.661538462,asian,41960
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.046153846,asian,37310
Driver/Sales Workers and Truck Drivers,0.446153846,asian,42170
Postsecondary Teachers,2.323076923,asian,90830
Healthcare Practitioners and Technical Occupations,1.476923077,asian,83640
File Clerks,0.630769231,asian,34610
Waiters and Waitresses,1.169230769,asian,26800
Chemical Engineers,2.630769231,asian,117090
Human Resources Workers,1.092307692,asian,68200
Chemists and Materials Scientists,2.107692308,asian,85360
Occupational Therapists,1.907692308,asian,86210
Structural Iron and Steel Workers,1.2,asian,59170
Preschool and Kindergarten Teachers,0.8,asian,40370
Receptionists and Information Clerks,0.707692308,asian,31250
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1.307692308,asian,36650
Registered Nurses,1.415384615,asian,77460
"Compensation, Benefits, and Job Analysis Specialists",0.569230769,asian,69840
Childcare Workers,0.507692308,asian,25510
Management Analysts,2.107692308,asian,95560
Computer Network Architects,1.584615385,asian,115110
Cleaners of Vehicles and Equipment,0.215384615,asian,27940
Food Service Managers,1.476923077,asian,59820
Physical Therapists,2.169230769,asian,90170
Nurse Practitioners,1.523076923,asian,111840
Office and Administrative Support Occupations,0.769230769,asian,41040
Production Occupations,0.923076923,asian,40140
First-Line Supervisors of Food Preparation and Serving Workers,0.738461538,asian,36960
"Life, Physical, and Social Science Occupations",2.215384615,asian,77540
Security and Fire Alarm Systems Installers,0.707692308,asian,50210
"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",0.553846154,asian,31710
Logisticians,0.415384615,asian,78680
Accountants and Auditors,1.846153846,asian,79520
Paralegals and Legal Assistants,1.030769231,asian,55020
Dining Room and Cafeteria Attendants and Bartender Helpers,0.953846154,asian,25020
Network and Computer Systems Administrators,1.8,asian,88410
Training and Development Specialists,0.615384615,asian,65640
Building and Grounds Cleaning and Maintenance Occupations,0.446153846,asian,31250
"Hairdressers, Hairstylists, and Cosmetologists",0.938461538,asian,31530
Tax Preparers,0.861538462,asian,49550
Architecture and Engineering Occupations,2.046153846,asian,88800
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.615384615,asian,24010
"Inspectors, Testers, Sorters, Samplers, and Weighers",0.830769231,asian,43000
"Office and Administrative Support Workers, All Other",0.523076923,asian,38290
Human Resources Managers,1.092307692,asian,129570
Word Processors and Typists,0.507692308,asian,41880
Dietitians and Nutritionists,0.907692308,asian,62330
Aerospace Engineers,2.230769231,asian,119220
"Library Assistants, Clerical",1.369230769,asian,29820
Cutting Workers,0.384615385,asian,36120
Business and Financial Operations Occupations,1.384615385,asian,78130
Other Teachers and Instructors,0.938461538,asian,40730
First-Line Supervisors of Housekeeping and Janitorial Workers,0.492307692,asian,44160
Retail Salespersons,0.692307692,asian,29360
Medical and Health Services Managers,0.876923077,asian,115160
Clergy,0.907692308,asian,55190
"Models, Demonstrators, and Product Promoters",0.476923077,asian,35360
Miscellaneous Entertainment Attendants and Related Workers,0.830769231,asian,25090
Sales and Related Occupations,0.830769231,asian,43060
Payroll and Timekeeping Clerks,1.061538462,asian,47390
Social and Community Service Managers,0.492307692,asian,72900
"Information and Record Clerks, All Other",0.353846154,asian,42410
Tellers,0.738461538,asian,31660
"Production, Planning, and Expediting Clerks",0.507692308,asian,50640
Chemical Technicians,0.969230769,asian,52910
Financial Managers,1.446153846,asian,147530
First-Line Supervisors of Office and Administrative Support Workers,0.569230769,asian,60130
Civil Engineers,1.876923077,asian,94360
First-Line Supervisors of Production and Operating Workers,0.584615385,asian,65220
Mechanical Engineers,1.784615385,asian,93540
Operations Research Analysts,1.276923077,asian,90600
Market Research Analysts and Marketing Specialists,1.753846154,asian,71570
Compliance Officers,0.938461538,asian,72850
"Industrial Engineers, Including Health and Safety",1.446153846,asian,92830
Dispatchers,0.384615385,asian,44170
"Crushing, Grinding, Polishing, Mixing, and Blending Workers",0.292307692,asian,38740
Lodging Managers,1.430769231,asian,63570
Other Healthcare Practitioners and Technical Occupations,0.661538462,asian,56620
Biological Scientists,2.215384615,asian,89100
First-Line Supervisors of Retail Sales Workers,0.846153846,asian,45830
"Athletes, Coaches, Umpires, and Related Workers",0.661538462,asian,46460
"Therapists, All Other",0.784615385,asian,58600
Insurance Sales Agents,0.861538462,asian,67780
Architectural and Engineering Managers,1.815384615,asian,152930
"Judges, Magistrates, and Other Judicial Workers",0.738461538,asian,113470
Billing and Posting Clerks,0.723076923,asian,40620
Painting Workers,0.276923077,asian,40820
Recreation and Fitness Workers,0.523076923,asian,36830
Travel Agents,1.092307692,asian,44690
"Court, Municipal, and License Clerks",0.184615385,asian,42030
Credit Counselors and Loan Officers,0.646153846,asian,73750
Advertising Sales Agents,0.569230769,asian,64660
"Meeting, Convention, and Event Planners",1.138461538,asian,54880
Construction and Building Inspectors,1.046153846,asian,64390
Personal Financial Advisors,1.323076923,asian,119290
Designers,1.384615385,asian,51490
Telecommunications Line Installers and Repairers,0.353846154,asian,59670
Tour and Travel Guides,0.846153846,asian,30670
Aircraft Mechanics and Service Technicians,0.738461538,asian,67110
"Architects, Except Naval",1.353846154,asian,87060
Detectives and Criminal Investigators,0.292307692,asian,86030
"Arts, Design, Entertainment, Sports, and Media Occupations",0.907692308,asian,61960
Police and Sheriff's Patrol Officers,0.230769231,asian,67600
Legal Occupations,0.938461538,asian,109630
Physical Therapist Assistants and Aides,1,asian,48630
"Financial Clerks, All Other",0.584615385,asian,44740
Logging Workers,0.446153846,asian,42620
Miscellaneous Plant and System Operators,0.6,asian,68170
Management Occupations,0.938461538,asian,122480
"Property, Real Estate, and Community Association Managers",0.692307692,asian,71720
Public Relations Specialists,0.892307692,asian,70190
Highway Maintenance Workers,0.061538462,asian,42410
"Motor Vehicle Operators, All Other",0.846153846,asian,37300
Automotive Service Technicians and Mechanics,0.492307692,asian,44890
"Sales and Related Workers, All Other",0.169230769,asian,40620
"Maintenance and Repair Workers, General",0.492307692,asian,41960
"Installation, Maintenance, and Repair Occupations",0.507692308,asian,50130
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.461538462,asian,51420
Technical Writers,0.446153846,asian,76860
Photographers,0.538461538,asian,45440
Physician Assistants,1.046153846,asian,112410
Printing Press Operators,0.615384615,asian,39100
Stationary Engineers and Boiler Operators,0.846153846,asian,65970
Water and Wastewater Treatment Plant and System Operators,0.538461538,asian,50490
Elementary and Middle School Teachers,0.4,asian,63820
Machinists,0.753846154,asian,46120
Parts Salespersons,0.2,asian,35220
Real Estate Brokers and Sales Agents,0.8,asian,66100
"Transportation, Storage, and Distribution Managers",0.369230769,asian,103320
Environmental Scientists and Geoscientists,1.138461538,asian,85790
Operating Engineers and Other Construction Equipment Operators,0.138461538,asian,54210
Special Education Teachers,0.538461538,asian,65230
Pest Control Workers,0.246153846,asian,39910
"Bookkeeping, Accounting, and Auditing Clerks",0.830769231,asian,42960
Secretaries and Administrative Assistants,0.538461538,asian,43410
Construction Laborers,0.246153846,asian,41730
"Welding, Soldering, and Brazing Workers",0.353846154,asian,44800
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.184615385,asian,35150
Dental Assistants,0.476923077,asian,41170
"First-Line Supervisors of Mechanics, Installers, and Repairers",0.230769231,asian,70550
"Securities, Commodities, and Financial Services Sales Agents",1.153846154,asian,93090
Grounds Maintenance Workers,0.138461538,asian,33100
Marketing and Sales Managers,0.861538462,asian,144660
Chiropractors,0.815384615,asian,85010
Bartenders,0.430769231,asian,28000
First-Line Supervisors of Non-Retail Sales Workers,0.876923077,asian,86180
Surveying and Mapping Technicians,0.538461538,asian,48500
Home Appliance Repairers,0.276923077,asian,42400
General and Operations Managers,0.538461538,asian,123030
Lawyers,0.876923077,asian,145300
Emergency Medical Technicians and Paramedics,0.123076923,asian,38830
"Helpers, Construction Trades",0.692307692,asian,34300
Producers and Directors,0.538461538,asian,93940
Firefighters,0.2,asian,54650
Animal Trainers,0.307692308,asian,36240
Artists and Related Workers,0.584615385,asian,89470
"Chemical Processing Machine Setters, Operators, and Tenders",0.153846154,asian,49250
Insurance Underwriters,0.830769231,asian,77640
Secondary School Teachers,0.507692308,asian,65850
Construction and Extraction Occupations,0.246153846,asian,52580
"Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.138461538,asian,58570
Industrial Production Managers,0.846153846,asian,115110
Bus and Truck Mechanics and Diesel Engine Specialists,0.569230769,asian,50360
Electricians,0.4,asian,60370
"Painters, Construction and Maintenance",0.092307692,asian,44640
Roofers,0.107692308,asian,45820
Food Batchmakers,0.246153846,asian,33120
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.169230769,asian,52340
First-Line Supervisors of Construction Trades and Extraction Workers,0.184615385,asian,71440
Dental Hygienists,0.769230769,asian,77230
Cabinetmakers and Bench Carpenters,0.169230769,asian,37620
Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,0.4,asian,53140
Chief Executives,0.892307692,asian,193850
"Sales Representatives, Wholesale and Manufacturing",0.6,asian,75180
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.2,asian,52520
Millwrights,0.276923077,asian,57050
Carpenters,0.230769231,asian,52850
Sheet Metal Workers,0.353846154,asian,54480
First-Line Supervisors of Police and Detectives,0.061538462,asian,94950
Fundraisers,0.384615385,asian,62830
"Farming, Fishing, and Forestry Occupations",0.276923077,asian,31340
Advertising and Promotions Managers,1.076923077,asian,141890
"Cement Masons, Concrete Finishers, and Terrazzo Workers",0.169230769,asian,48450
"Religious Workers, All Other",0.723076923,asian,39830
Writers and Authors,0.523076923,asian,73860
Public Relations and Fundraising Managers,0.061538462,asian,132630
Veterinarians,0.938461538,asian,104820
Electrical Power-Line Installers and Repairers,0.092307692,asian,71960
Psychologists,0.538461538,asian,88770
Cost Estimators,0.892307692,asian,71350
Crane and Tower Operators,0,asian,60530
Drafters,0.415384615,asian,59480
"Carpet, Floor, and Tile Installers and Finishers",0.076923077,asian,46680
Construction Managers,0.384615385,asian,105000
"Drywall Installers, Ceiling Tile Installers, and Tapers",0.261538462,asian,52190
Editors,0.369230769,asian,71910
"Brickmasons, Blockmasons, and Stonemasons",0.184615385,asian,55040
Insulation Workers,0.215384615,asian,49090
"Directors, Religious Activities and Education",0.353846154,asian,50490
Automotive Body and Related Repairers,0.276923077,asian,47390
Miscellaneous Agricultural Workers,0.184615385,asian,28510
Speech-Language Pathologists,0.338461538,asian,82000
Aircraft Pilots and Flight Engineers,0.523076923,asian,152610
Tool and Die Makers,0.046153846,asian,54980
"Farmers, Ranchers, and Other Agricultural Managers",0.153846154,asian,80360
Veterinary Assistants and Laboratory Animal Caretakers,0.061538462,asian,29690
Miscellaneous Personal Appearance Workers,0.659090909,hispanic,31660
"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.329545455,hispanic,51190
Postal Service Clerks,0.380681818,hispanic,50610
Reservation and Transportation Ticket Agents and Travel Clerks,0.767045455,hispanic,44390
Computer Hardware Engineers,0.579545455,hispanic,123030
Laundry and Dry-Cleaning Workers,2.153409091,hispanic,25420
"Baggage Porters, Bellhops, and Concierges",1.738636364,hispanic,31330
"Tax Examiners and Collectors, and Revenue Agents",0.6875,hispanic,60960
"Bailiffs, Correctional Officers, and Jailers",0.698863636,hispanic,50210
"Hotel, Motel, and Resort Desk Clerks",1.267045455,hispanic,25950
Barbers,1.647727273,hispanic,35190
Chefs and Head Cooks,1.477272727,hispanic,56310
Bill and Account Collectors,1.011363636,hispanic,39300
Medical Scientists,0.5,hispanic,97650
Healthcare Support Occupations,1.085227273,hispanic,31010
Pharmacists,0.153409091,hispanic,125510
"Electrical, Electronics, and Electromechanical Assemblers",1.142045455,hispanic,37010
Budget Analysts,0.204545455,hispanic,80300
Social and Human Service Assistants,0.931818182,hispanic,37050
Computer and Mathematical Occupations,0.443181818,hispanic,93760
Respiratory Therapists,0.488636364,hispanic,63950
"Tailors, Dressmakers, and Sewers",1.1875,hispanic,33950
Railroad Conductors and Yardmasters,0.306818182,hispanic,68350
Order Clerks,1.039772727,hispanic,36600
Licensed Practical and Licensed Vocational Nurses,0.784090909,hispanic,48500
Miscellaneous Assemblers and Fabricators,1.232954545,hispanic,34800
Statistical Assistants,0.278409091,hispanic,51640
"Mail Clerks and Mail Machine Operators, Except Postal Service",0.806818182,hispanic,32620
Computer Systems Analysts,0.471590909,hispanic,96160
Computer Programmers,0.494318182,hispanic,92610
Miscellaneous Media and Communication Workers,2.005681818,hispanic,57170
"Physical Scientists, All Other",0.403409091,hispanic,112070
"Food Servers, Nonrestaurant",1.227272727,hispanic,26080
Packaging and Filling Machine Operators and Tenders,2.119318182,hispanic,33590
Automotive and Watercraft Service Attendants,0.823863636,hispanic,26860
Industrial Truck and Tractor Operators,1.784090909,hispanic,37930
Cashiers,1.369318182,hispanic,24400
Cashiers,1.369318182,hispanic,24400
"Packers and Packagers, Hand",2.357954545,hispanic,27680
Sewing Machine Operators,2.011363636,hispanic,28000
Personal Care and Service Occupations,1.034090909,hispanic,31260
Statisticians,0.4375,hispanic,95680
Social Workers,0.8125,hispanic,54190
"Eligibility Interviewers, Government Programs",1.306818182,hispanic,47110
Cooks,2.085227273,hispanic,27550
"Computer Occupations, All Other",0.551136364,hispanic,92410
Phlebotomists,0.846590909,hispanic,36480
Probation Officers and Correctional Treatment Specialists,0.897727273,hispanic,59910
Clinical Laboratory Technologists and Technicians,0.738636364,hispanic,54780
"Graders and Sorters, Agricultural Products",2.835227273,hispanic,27570
"Butchers and Other Meat, Poultry, and Fish Processing Workers",2.119318182,hispanic,30920
Electrical and Electronics Engineers,0.494318182,hispanic,106240
Insurance Claims and Policy Processing Clerks,0.880681818,hispanic,43280
"Engineers, All Other",0.556818182,hispanic,102460
"Metal Workers and Plastic Workers, All Other",1.477272727,hispanic,37790
"Food Processing Workers, All Other",2.204545455,hispanic,28820
Maids and Housekeeping Cleaners,2.795454545,hispanic,26810
Transportation and Material Moving Occupations,1.301136364,hispanic,37920
Supervisors of Transportation and Material Moving Workers,1.153409091,hispanic,57850
Massage Therapists,0.630681818,hispanic,47180
"Laborers and Freight, Stock, and Material Movers, Hand",1.3125,hispanic,32130
Private Detectives and Investigators,1.005681818,hispanic,57000
Computer and Information Systems Managers,0.267045455,hispanic,156390
Counselors,0.721590909,hispanic,53120
Postal Service Mail Carriers,0.818181818,hispanic,52180
"Miscellaneous Life, Physical, and Social Science Technicians",0.761363636,hispanic,55610
Counter and Rental Clerks,0.897727273,hispanic,32600
Community and Social Service Occupations,0.738636364,hispanic,50480
"Interviewers, Except Eligibility and Loan",1.039772727,hispanic,36390
Radio and Telecommunications Equipment Installers and Repairers,0.852272727,hispanic,58510
Customer Service Representatives,1.113636364,hispanic,37320
Couriers and Messengers,1.215909091,hispanic,31640
Dishwashers,1.642045455,hispanic,24410
Food Preparation Workers,1.596590909,hispanic,25820
"Claims Adjusters, Appraisers, Examiners, and Investigators",0.539772727,hispanic,68820
Food Preparation and Serving Related Occupations,1.534090909,hispanic,26670
Precision Instrument and Equipment Repairers,0.647727273,hispanic,51700
Flight Attendants,0.869318182,hispanic,56230
"Production Workers, All Other",1.397727273,hispanic,33830
Protective Service Occupations,0.869318182,hispanic,49880
"Office Clerks, General",1.1875,hispanic,36360
Bakers,1.744318182,hispanic,29630
Refuse and Recyclable Material Collectors,1.6875,hispanic,41400
Computer Support Specialists,0.642045455,hispanic,59290
Miscellaneous Legal Support Workers,0.789772727,hispanic,60690
"Human Resources Assistants, Except Payroll and Timekeeping",1.051136364,hispanic,42620
Dentists,0.409090909,hispanic,183060
Information Security Analysts,0.732954545,hispanic,104210
Health Practitioner Support Technologists and Technicians,0.9375,hispanic,37800
"Computer, Automated Teller, and Office Machine Repairers",0.903409091,hispanic,42070
Helpers--Production Workers,1.721590909,hispanic,30540
Purchasing Managers,0.568181818,hispanic,128400
Medical Assistants,1.647727273,hispanic,35720
Data Entry Keyers,1.153409091,hispanic,34820
Loan Interviewers and Clerks,0.755681818,hispanic,41960
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.789772727,hispanic,37310
Driver/Sales Workers and Truck Drivers,1.164772727,hispanic,42170
Postsecondary Teachers,0.471590909,hispanic,90830
Healthcare Practitioners and Technical Occupations,0.511363636,hispanic,83640
File Clerks,0.806818182,hispanic,34610
Waiters and Waitresses,1.329545455,hispanic,26800
Chemical Engineers,0.136363636,hispanic,117090
Human Resources Workers,0.784090909,hispanic,68200
Chemists and Materials Scientists,0.465909091,hispanic,85360
Occupational Therapists,0.579545455,hispanic,86210
Structural Iron and Steel Workers,1.0625,hispanic,59170
Preschool and Kindergarten Teachers,0.846590909,hispanic,40370
Receptionists and Information Clerks,1.238636364,hispanic,31250
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1.198863636,hispanic,36650
Registered Nurses,0.409090909,hispanic,77460
"Compensation, Benefits, and Job Analysis Specialists",0.340909091,hispanic,69840
Childcare Workers,1.397727273,hispanic,25510
Management Analysts,0.488636364,hispanic,95560
Computer Network Architects,0.801136364,hispanic,115110
Cleaners of Vehicles and Equipment,1.977272727,hispanic,27940
Food Service Managers,1.125,hispanic,59820
Physical Therapists,0.227272727,hispanic,90170
Nurse Practitioners,0.147727273,hispanic,111840
Office and Administrative Support Occupations,0.994318182,hispanic,41040
Production Occupations,1.3125,hispanic,40140
First-Line Supervisors of Food Preparation and Serving Workers,1.284090909,hispanic,36960
"Life, Physical, and Social Science Occupations",0.539772727,hispanic,77540
Security and Fire Alarm Systems Installers,1.335227273,hispanic,50210
"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1.761363636,hispanic,31710
Logisticians,0.465909091,hispanic,78680
Accountants and Auditors,0.505681818,hispanic,79520
Paralegals and Legal Assistants,1.005681818,hispanic,55020
Dining Room and Cafeteria Attendants and Bartender Helpers,1.943181818,hispanic,25020
Network and Computer Systems Administrators,0.482954545,hispanic,88410
Training and Development Specialists,0.602272727,hispanic,65640
Building and Grounds Cleaning and Maintenance Occupations,2.170454545,hispanic,31250
"Hairdressers, Hairstylists, and Cosmetologists",0.965909091,hispanic,31530
Tax Preparers,0.863636364,hispanic,49550
Architecture and Engineering Occupations,0.522727273,hispanic,88800
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.005681818,hispanic,24010
"Inspectors, Testers, Sorters, Samplers, and Weighers",0.994318182,hispanic,43000
"Office and Administrative Support Workers, All Other",0.772727273,hispanic,38290
Human Resources Managers,0.573863636,hispanic,129570
Word Processors and Typists,0.914772727,hispanic,41880
Dietitians and Nutritionists,0.511363636,hispanic,62330
Aerospace Engineers,0.414772727,hispanic,119220
"Library Assistants, Clerical",0.715909091,hispanic,29820
Cutting Workers,1.431818182,hispanic,36120
Business and Financial Operations Occupations,0.539772727,hispanic,78130
Other Teachers and Instructors,0.659090909,hispanic,40730
First-Line Supervisors of Housekeeping and Janitorial Workers,1.5625,hispanic,44160
Retail Salespersons,1.0625,hispanic,29360
Medical and Health Services Managers,0.670454545,hispanic,115160
Clergy,0.4375,hispanic,55190
"Models, Demonstrators, and Product Promoters",0.909090909,hispanic,35360
Miscellaneous Entertainment Attendants and Related Workers,0.880681818,hispanic,25090
Sales and Related Occupations,0.948863636,hispanic,43060
Payroll and Timekeeping Clerks,1.017045455,hispanic,47390
Social and Community Service Managers,0.602272727,hispanic,72900
"Information and Record Clerks, All Other",1.295454545,hispanic,42410
Tellers,1.136363636,hispanic,31660
"Production, Planning, and Expediting Clerks",0.710227273,hispanic,50640
Chemical Technicians,0.693181818,hispanic,52910
Financial Managers,0.647727273,hispanic,147530
First-Line Supervisors of Office and Administrative Support Workers,0.755681818,hispanic,60130
Civil Engineers,0.477272727,hispanic,94360
First-Line Supervisors of Production and Operating Workers,0.977272727,hispanic,65220
Mechanical Engineers,0.477272727,hispanic,93540
Operations Research Analysts,0.551136364,hispanic,90600
Market Research Analysts and Marketing Specialists,0.409090909,hispanic,71570
Compliance Officers,0.596590909,hispanic,72850
"Industrial Engineers, Including Health and Safety",0.335227273,hispanic,92830
Dispatchers,0.863636364,hispanic,44170
"Crushing, Grinding, Polishing, Mixing, and Blending Workers",1.482954545,hispanic,38740
Lodging Managers,0.829545455,hispanic,63570
Other Healthcare Practitioners and Technical Occupations,0.6875,hispanic,56620
Biological Scientists,0.494318182,hispanic,89100
